,Entity,Code,Year,kg_per_yr_per_capita,Production_in_tons,Population (historical estimates),Life_Expectancy_years,continent,fish_and_seafood_kg_protein_per_capita,percent_fish_total_protein_per_capita,percent_fish_protein_all_animal,Marine protected areas (% of territorial waters)
659,Vanuatu,VUT,2017,30.680645,24800.0,290250,70.17,Oceania,3.39292101,14.09185725,35.7412987,0.007637346163392
660,Vanuatu,VUT,2018,29.946571,24800.0,297307,70.32,Oceania,3.309332725,14.02894266,34.85995721,0.007637346163392
661,Vanuatu,VUT,2019,29.247793,24800.0,304414,70.47,Oceania,3.232476865,13.93366366,36.54471394,0.0076370001770555
662,Vanuatu,VUT,2020,28.566442,24800.0,311694,70.62,Oceania,3.1578778,13.77903207,37.52136615,0.0076370001770555
663,Venezuela,VEN,2016,9.661786,310260.0,30741464,,South America,1.042016345,5.524238755,11.47989059,3.485976219177246
664,Venezuela,VEN,2017,9.446834,306570.0,30563430,,South America,1.02881017,5.206112217,13.5962878,3.4859650135040283
665,Venezuela,VEN,2018,9.743399,303080.0,29825652,,South America,1.046398425,5.996758739,12.93141153,3.4859650135040283
666,Venezuela,VEN,2019,10.00998,301530.0,28971686,,South America,1.070585588,5.619460838,13.07017572,3.485964059829712
667,Venezuela,VEN,2020,10.180481,301530.0,28490458,,South America,1.089261616,5.47819716,13.56624323,4.349997997283936
668,Vietnam,VNM,2016,36.18844,6698010.0,93126528,75.17,Asia,3.65544434,12.35731968,34.22680252,0.5608497262001038
669,Vietnam,VNM,2017,37.947826,7098530.0,94033048,75.24,Asia,3.80056761,12.61579795,35.45734962,0.5608908534049988
670,Vietnam,VNM,2018,38.383762,7489680.0,94914328,75.32,Asia,3.905771925,12.69556991,34.94411584,0.5608908534049988
671,Vietnam,VNM,2019,40.205673,7871290.0,95776712,75.4,Asia,4.12828286,13.37063895,35.4594261,0.5608909726142883
672,Vietnam,VNM,2020,39.84239,7871290.0,96648680,75.49,Asia,4.091448885,13.08488242,33.03651097,0.5608909726142883
673,Yemen,YEM,2016,3.6565514,154450.0,29274010,,Asia,0.409877115,2.414205786,12.72344889,0.4675063192844391
674,Yemen,YEM,2017,2.9378643,131290.0,30034386,,Asia,0.33827143,1.96502245,10.85776295,0.4675734937191009
675,Yemen,YEM,2018,2.8692894,131290.0,30790514,,Asia,0.331078999,1.916683072,9.969481303,0.4675734937191009
676,Yemen,YEM,2019,2.800947,131290.0,31546694,,Asia,0.320537416,1.777694615,8.612874076,0.4675729870796203
677,Yemen,YEM,2020,2.7346277,131290.0,32284044,,Asia,0.313604533,1.716500506,8.370837135,0.4675729870796203
